indice_tiempo,jubilaciones_sipa_transparencia,pensiones_sipa_transparencia,jubilaciones_pensiones_sipa,asignacion_familiar_hijo_hijo_discapacitado,asignacion_familiar_prenatal,asignacion_universal_hijo_hijo_discapacitado_trasparencia,asignacion_universal_por_embarazo,titulares_progresar,jubilaciones_sipa_datos_abiertos,pensiones_sipa_datos_abiertos,total_jubilaciones_pensiones_sipa_datos_abiertos,pension_universal_adulto_mayor,asignacion_familiar_hijo_discapacitado,asignacion_familiar_prenatal_datos_abiertos,asignacion_universal_hijo_hijo_discapacitado_datos_abiertos,asignacion_universal_embarazo,prestaciones_seguro_desempleo,ninios_adp,total_aaff_auh,asignacion_universal_hijo_monotributo_social,asignacion_universal_hijo_servicio_domestico,asignacion_universal_hijo_monotributo_soc_servicio_domestico,asignacion_universal_hijo_otra_condicion,total_auh,asignaciones_familiares_suaf_relacion_dependencia,asignaciones_familiares_suaf_monotributo,asignaciones_familiares_desempleo,asignaciones_familiares_pasivos_sipa,asignaciones_familiares_pasivos_ex_combatientes,asignaciones_familiares_pasivos_pension_no_contributiva,total_aaff
2009-11-01,4136474.0,1488267.0,5624741.0,3203439.0,60835.0,3311805.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-01,4153742.0,1491603.0,5645345.0,3142177.0,61079.0,3408222.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-01,4170379.0,1495391.0,5665770.0,3149627.0,59764.0,3224651.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01,4184487.0,1491448.0,5675935.0,3231804.0,60443.0,3411530.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-01,4186759.0,1491259.0,5678018.0,3288694.0,60128.0,3518245.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-01,4192824.0,1493368.0,5686192.0,3337860.0,61483.0,3677409.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-01,4203635.0,1497025.0,5700660.0,3416597.0,60553.0,3684441.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-01,4222518.0,1501220.0,5723738.0,3713211.0,61695.0,3509066.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-01,4231585.0,1502810.0,5734395.0,3850132.0,64424.0,3481082.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-01,4244639.0,1506398.0,5751037.0,3845703.0,65710.0,3398637.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,4250631.0,1509242.0,5759873.0,3837619.0,67844.0,3451519.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-01,4258917.0,1513346.0,5772263.0,3878832.0,69384.0,3458436.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-01,4263630.0,1515775.0,5779405.0,3870307.0,69385.0,3492646.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-01,4269392.0,1517451.0,5786843.0,3831107.0,68742.0,3513064.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01,4271612.0,1518083.0,5789695.0,3844619.0,66360.0,3514600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01,4273779.0,1518648.0,5792427.0,3881241.0,65012.0,3507987.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-01,4271159.0,1518480.0,5789639.0,3776421.0,62576.0,3527527.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-01,4273344.0,1519967.0,5793311.0,3755345.0,63071.0,3549665.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-01,4276442.0,1521626.0,5798068.0,3633415.0,59118.0,3580847.0,5170.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-01,4279942.0,1523655.0,5803597.0,3639786.0,58810.0,3576911.0,36191.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-01,4282852.0,1525491.0,5808343.0,3602587.0,58290.0,3537608.0,48805.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-01,4283580.0,1525899.0,5809479.0,3681362.0,60256.0,3536822.0,54743.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-01,4284852.0,1527002.0,5811854.0,3683301.0,60622.0,3508060.0,59282.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-01,4287863.0,1529015.0,5816878.0,3650496.0,60299.0,3484768.0,63576.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-01,4290093.0,1530908.0,5821001.0,3578387.0,59274.0,3527900.0,67527.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-01,4294286.0,1532864.0,5827150.0,3521655.0,57309.0,3507223.0,68580.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,4300326.0,1536121.0,5836447.0,3570892.0,54692.0,3528749.0,65540.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-01,4301997.0,1536442.0,5838439.0,3568945.0,53646.0,3517143.0,61132.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-01,4300898.0,1536962.0,5837860.0,3467587.0,52531.0,3467401.0,56328.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-01,4299381.0,1535895.0,5835276.0,3283106.0,48343.0,3455935.0,53581.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-01,4301899.0,1538696.0,5840595.0,3125206.0,46005.0,3427448.0,51342.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-01,4304498.0,1540679.0,5845177.0,3144331.0,46577.0,3424458.0,55794.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-01,4308371.0,1542361.0,5850732.0,3035577.0,45114.0,3350375.0,57125.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,4311353.0,1545267.0,5856620.0,3639576.0,53016.0,3281825.0,57342.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-01,4313635.0,1548149.0,5861784.0,3551481.0,50640.0,3302517.0,61062.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-01,4314965.0,1549857.0,5864822.0,3465347.0,49670.0,3301759.0,61835.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-01,4317990.0,1552401.0,5870391.0,3436707.0,50876.0,3319589.0,64439.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-01,4323226.0,1555896.0,5879122.0,3361167.0,46814.0,3314179.0,69024.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-01,4327694.0,1558904.0,5886598.0,3379016.0,44093.0,3312619.0,64268.0,,4330408.0,1560357.0,5890765.0,,3407210.0,50757.0,3314179.0,69024.0,92393.0,,,,,,,,,,,,,,
2013-02-01,4328594.0,1559132.0,5887726.0,3411583.0,43572.0,3273472.0,60968.0,,4331311.0,1560580.0,5891891.0,,3331159.0,46674.0,3312619.0,64268.0,91500.0,,,,,,,,,,,,,,
2013-03-01,4326837.0,1558680.0,5885517.0,3353465.0,43709.0,3289163.0,57372.0,,4329550.0,1560148.0,5889698.0,,3348081.0,44042.0,3273472.0,60968.0,92083.0,,,,,,,,,,,,,,
2013-04-01,4327090.0,1559594.0,5886684.0,3265143.0,43710.0,3283656.0,56656.0,,4329811.0,1561061.0,5890872.0,,3374952.0,43574.0,3289163.0,57372.0,88764.0,,,,,,,,,,,,,,
2013-05-01,4328250.0,1561787.0,5890037.0,3499152.0,48432.0,3294916.0,58075.0,,4330976.0,1563251.0,5894227.0,,3311760.0,43757.0,3283656.0,56656.0,91986.0,,,,,,,,,,,,,,
2013-06-01,4330913.0,1564730.0,5895643.0,3502457.0,47810.0,3294760.0,65081.0,,4333649.0,1566201.0,5899850.0,,3230509.0,43814.0,3294916.0,58075.0,100350.0,,,,,,,,,,,,,,
2013-07-01,4334004.0,1567335.0,5901339.0,4266221.0,47850.0,3331274.0,67502.0,,4336747.0,1568802.0,5905549.0,,3462307.0,48495.0,3294760.0,65081.0,96854.0,,,,,,,,,,,,,,
2013-08-01,4334955.0,1568634.0,5903589.0,4546618.0,57104.0,3355019.0,69644.0,,4337708.0,1570096.0,5907804.0,,3452544.0,47796.0,3331274.0,67502.0,96964.0,,,,,,,,,,,,,,
2013-09-01,4333967.0,1568465.0,5902432.0,4499334.0,58616.0,3426125.0,72788.0,,4336738.0,1569920.0,5906658.0,,4229906.0,47893.0,3355019.0,69644.0,99829.0,,,,,,,,,,,,,,
2013-10-01,4333159.0,1569361.0,5902520.0,4494340.0,61043.0,3439146.0,73395.0,,4335948.0,1570813.0,5906761.0,,4513018.0,57140.0,3426125.0,72788.0,95161.0,,,,,,,,,,,,,,
2013-11-01,4333359.0,1570517.0,5903876.0,4510948.0,61595.0,3459574.0,76240.0,,4336164.0,1571964.0,5908128.0,,4459988.0,58594.0,3439146.0,73395.0,93478.0,,,,,,,,,,,,,,
2013-12-01,4335772.0,1572088.0,5907860.0,4430128.0,59047.0,3478267.0,82531.0,,4338596.0,1573533.0,5912129.0,,4455201.0,61033.0,3459574.0,76240.0,91578.0,,,,,,,,,,,,,,
2014-01-01,4339544.0,1574321.0,5913865.0,4451999.0,56162.0,3437375.0,78178.0,217766.0,4342365.0,1575761.0,5918126.0,,4461007.0,61497.0,3478267.0,82531.0,86117.0,12146486.0,7836404.0,387503.0,100656.0,3143.0,2946073.0,3437375.0,3855766.0,0.0,90157.0,258258.0,4449.0,190399.0,4399029.0
2014-02-01,4341706.0,1574907.0,5916613.0,4485024.0,54691.0,3410061.0,70640.0,278335.0,4344522.0,1576347.0,5920869.0,,4374517.0,58940.0,3437375.0,78178.0,85765.0,12180306.0,7837641.0,382285.0,98195.0,3063.0,2926518.0,3410061.0,3882130.0,0.0,90290.0,258334.0,4349.0,192477.0,4427580.0
